,date,event,group,value
1628,2015-01-01,barrel_bomb,IC,0
1629,2015-01-01,massacre,IC,0
1630,2015-01-01,shelling,IC,0
1631,2015-01-01,battle,IC,0
1632,2015-01-01,chemical,RS,0
1633,2015-01-01,air_strike,RS,0
1634,2015-01-01,barrel_bomb,RS,0
1635,2015-01-01,massacre,RS,0
1636,2015-01-01,shelling,RS,0
1637,2015-01-01,battle,RS,0
1638,2015-01-01,chemical,YPG,0
1639,2015-01-01,air_strike,YPG,0
1640,2015-01-01,barrel_bomb,YPG,0
1641,2015-01-01,massacre,YPG,0
1642,2015-01-01,shelling,YPG,0
1643,2015-01-01,battle,YPG,1
1644,2015-01-01,chemical,HZB,0
1645,2015-01-01,air_strike,HZB,0
1646,2015-01-01,barrel_bomb,HZB,0
1647,2015-01-01,massacre,HZB,0
1648,2015-01-01,shelling,HZB,1
1649,2015-01-01,battle,HZB,3
1650,2015-01-01,chemical,ASS,0
1651,2015-01-01,air_strike,ASS,91
1652,2015-01-01,barrel_bomb,ASS,28
1653,2015-01-01,massacre,ASS,22
1654,2015-01-01,shelling,ASS,68
1655,2015-01-01,battle,ASS,367
1656,2015-02-01,chemical,IS,0
1657,2015-02-01,air_strike,IS,0
1658,2015-02-01,barrel_bomb,IS,0
1659,2015-02-01,massacre,IS,0
1660,2015-02-01,shelling,IS,0
1661,2015-02-01,battle,IS,1
1662,2015-02-01,chemical,IC,0
1663,2015-02-01,air_strike,IC,0
1664,2015-02-01,barrel_bomb,IC,0
1665,2015-02-01,massacre,IC,0
1666,2015-02-01,shelling,IC,0
1667,2015-02-01,battle,IC,1
1668,2015-02-01,chemical,RS,0
1669,2015-02-01,air_strike,RS,0
1670,2015-02-01,barrel_bomb,RS,0
1671,2015-02-01,massacre,RS,0
1672,2015-02-01,shelling,RS,0
1673,2015-02-01,battle,RS,0
1674,2015-02-01,chemical,YPG,0
1675,2015-02-01,air_strike,YPG,0
1676,2015-02-01,barrel_bomb,YPG,0
1677,2015-02-01,massacre,YPG,0
1678,2015-02-01,shelling,YPG,0
1679,2015-02-01,battle,YPG,0
1680,2015-02-01,chemical,HZB,0
1681,2015-02-01,air_strike,HZB,0
1682,2015-02-01,barrel_bomb,HZB,0
1683,2015-02-01,massacre,HZB,0
1684,2015-02-01,shelling,HZB,0
1685,2015-02-01,battle,HZB,0
1686,2015-02-01,chemical,ASS,0
1687,2015-02-01,air_strike,ASS,75
1688,2015-02-01,barrel_bomb,ASS,33
1689,2015-02-01,massacre,ASS,27
1690,2015-02-01,shelling,ASS,60
1691,2015-02-01,battle,ASS,305
1692,2015-03-01,chemical,IS,0
1693,2015-03-01,air_strike,IS,2
1694,2015-03-01,barrel_bomb,IS,1
1695,2015-03-01,massacre,IS,0
1696,2015-03-01,shelling,IS,0
1697,2015-03-01,battle,IS,2
1698,2015-03-01,chemical,IC,0
1699,2015-03-01,air_strike,IC,2
1700,2015-03-01,barrel_bomb,IC,0
1701,2015-03-01,massacre,IC,0
1702,2015-03-01,shelling,IC,0
1703,2015-03-01,battle,IC,3
1704,2015-03-01,chemical,RS,0
1705,2015-03-01,air_strike,RS,0
1706,2015-03-01,barrel_bomb,RS,0
1707,2015-03-01,massacre,RS,0
1708,2015-03-01,shelling,RS,0
1709,2015-03-01,battle,RS,0
1710,2015-03-01,chemical,YPG,0
1711,2015-03-01,air_strike,YPG,0
1712,2015-03-01,barrel_bomb,YPG,0
1713,2015-03-01,massacre,YPG,1
1714,2015-03-01,shelling,YPG,0
1715,2015-03-01,battle,YPG,0
1716,2015-03-01,chemical,HZB,0
1717,2015-03-01,air_strike,HZB,0
1718,2015-03-01,barrel_bomb,HZB,0
1719,2015-03-01,massacre,HZB,1
1720,2015-03-01,shelling,HZB,0
1721,2015-03-01,battle,HZB,1
1722,2015-03-01,chemical,ASS,8
1723,2015-03-01,air_strike,ASS,82
1724,2015-03-01,barrel_bomb,ASS,39
1725,2015-03-01,massacre,ASS,30
1726,2015-03-01,shelling,ASS,66
1727,2015-03-01,battle,ASS,315
1728,2015-04-01,chemical,IS,0
1729,2015-04-01,air_strike,IS,0
1730,2015-04-01,barrel_bomb,IS,0
1731,2015-04-01,massacre,IS,1
1732,2015-04-01,shelling,IS,1
1733,2015-04-01,battle,IS,3
1734,2015-04-01,chemical,IC,0
1735,2015-04-01,air_strike,IC,0
1736,2015-04-01,barrel_bomb,IC,0
1737,2015-04-01,massacre,IC,0
1738,2015-04-01,shelling,IC,0
1739,2015-04-01,battle,IC,0
1740,2015-04-01,chemical,RS,0
1741,2015-04-01,air_strike,RS,0
1742,2015-04-01,barrel_bomb,RS,0
1743,2015-04-01,massacre,RS,0
1744,2015-04-01,shelling,RS,0
1745,2015-04-01,battle,RS,0
1746,2015-04-01,chemical,YPG,0
1747,2015-04-01,air_strike,YPG,0
1748,2015-04-01,barrel_bomb,YPG,0
1749,2015-04-01,massacre,YPG,0
1750,2015-04-01,shelling,YPG,0
1751,2015-04-01,battle,YPG,0
1752,2015-04-01,chemical,HZB,0
1753,2015-04-01,air_strike,HZB,0
1754,2015-04-01,barrel_bomb,HZB,0
1755,2015-04-01,massacre,HZB,0
1756,2015-04-01,shelling,HZB,0
1757,2015-04-01,battle,HZB,0
1758,2015-04-01,chemical,ASS,5
1759,2015-04-01,air_strike,ASS,184
1760,2015-04-01,barrel_bomb,ASS,83
1761,2015-04-01,massacre,ASS,71
1762,2015-04-01,shelling,ASS,99
1763,2015-04-01,battle,ASS,200
1764,2015-05-01,chemical,IS,0
1765,2015-05-01,air_strike,IS,1
1766,2015-05-01,barrel_bomb,IS,0
1767,2015-05-01,massacre,IS,0
1768,2015-05-01,shelling,IS,1
1769,2015-05-01,battle,IS,1
1770,2015-05-01,chemical,IC,0
1771,2015-05-01,air_strike,IC,0
1772,2015-05-01,barrel_bomb,IC,0
1773,2015-05-01,massacre,IC,4
1774,2015-05-01,shelling,IC,3
1775,2015-05-01,battle,IC,2
1776,2015-05-01,chemical,RS,0
1777,2015-05-01,air_strike,RS,0
1778,2015-05-01,barrel_bomb,RS,0
1779,2015-05-01,massacre,RS,0
1780,2015-05-01,shelling,RS,0
1781,2015-05-01,battle,RS,1
1782,2015-05-01,chemical,YPG,0
1783,2015-05-01,air_strike,YPG,0
1784,2015-05-01,barrel_bomb,YPG,0
1785,2015-05-01,massacre,YPG,1
1786,2015-05-01,shelling,YPG,0
1787,2015-05-01,battle,YPG,1
1788,2015-05-01,chemical,HZB,0
1789,2015-05-01,air_strike,HZB,0
1790,2015-05-01,barrel_bomb,HZB,0
1791,2015-05-01,massacre,HZB,0
1792,2015-05-01,shelling,HZB,0
1793,2015-05-01,battle,HZB,0
1794,2015-05-01,chemical,ASS,1
1795,2015-05-01,air_strike,ASS,145
1796,2015-05-01,barrel_bomb,ASS,101
1797,2015-05-01,massacre,ASS,57
1798,2015-05-01,shelling,ASS,47
1799,2015-05-01,battle,ASS,190
1800,2015-06-01,chemical,IS,0
1801,2015-06-01,air_strike,IS,0
1802,2015-06-01,barrel_bomb,IS,0
1803,2015-06-01,massacre,IS,5
1804,2015-06-01,shelling,IS,3
1805,2015-06-01,battle,IS,6
1806,2015-06-01,chemical,IC,0
1807,2015-06-01,air_strike,IC,1
1808,2015-06-01,barrel_bomb,IC,0
1809,2015-06-01,massacre,IC,4
1810,2015-06-01,shelling,IC,0
1811,2015-06-01,battle,IC,2
1812,2015-06-01,chemical,RS,0
1813,2015-06-01,air_strike,RS,0
1814,2015-06-01,barrel_bomb,RS,0
1815,2015-06-01,massacre,RS,0
1816,2015-06-01,shelling,RS,0
1817,2015-06-01,battle,RS,0
1818,2015-06-01,chemical,YPG,0
1819,2015-06-01,air_strike,YPG,0
1820,2015-06-01,barrel_bomb,YPG,0
1821,2015-06-01,massacre,YPG,0
1822,2015-06-01,shelling,YPG,0
1823,2015-06-01,battle,YPG,0
1824,2015-06-01,chemical,HZB,0
1825,2015-06-01,air_strike,HZB,0
1826,2015-06-01,barrel_bomb,HZB,0
1827,2015-06-01,massacre,HZB,0
1828,2015-06-01,shelling,HZB,0
1829,2015-06-01,battle,HZB,0
1830,2015-06-01,chemical,ASS,0
1831,2015-06-01,air_strike,ASS,89
1832,2015-06-01,barrel_bomb,ASS,74
1833,2015-06-01,massacre,ASS,30
1834,2015-06-01,shelling,ASS,43
1835,2015-06-01,battle,ASS,158
1836,2015-07-01,chemical,IS,0
1837,2015-07-01,air_strike,IS,0
1838,2015-07-01,barrel_bomb,IS,0
1839,2015-07-01,massacre,IS,4
1840,2015-07-01,shelling,IS,0
1841,2015-07-01,battle,IS,3
1842,2015-07-01,chemical,IC,0
1843,2015-07-01,air_strike,IC,0
1844,2015-07-01,barrel_bomb,IC,0
1845,2015-07-01,massacre,IC,2
1846,2015-07-01,shelling,IC,3
1847,2015-07-01,battle,IC,2
1848,2015-07-01,chemical,RS,0
1849,2015-07-01,air_strike,RS,0
1850,2015-07-01,barrel_bomb,RS,0
1851,2015-07-01,massacre,RS,0
1852,2015-07-01,shelling,RS,0
1853,2015-07-01,battle,RS,0
1854,2015-07-01,chemical,YPG,0
1855,2015-07-01,air_strike,YPG,1
1856,2015-07-01,barrel_bomb,YPG,0
1857,2015-07-01,massacre,YPG,0
1858,2015-07-01,shelling,YPG,0
1859,2015-07-01,battle,YPG,1
1860,2015-07-01,chemical,HZB,0
1861,2015-07-01,air_strike,HZB,0
1862,2015-07-01,barrel_bomb,HZB,0
1863,2015-07-01,massacre,HZB,0
1864,2015-07-01,shelling,HZB,0
1865,2015-07-01,battle,HZB,0
1866,2015-07-01,chemical,ASS,0
1867,2015-07-01,air_strike,ASS,146
1868,2015-07-01,barrel_bomb,ASS,79
1869,2015-07-01,massacre,ASS,46
1870,2015-07-01,shelling,ASS,43
1871,2015-07-01,battle,ASS,162
1872,2015-08-01,chemical,IS,0
1873,2015-08-01,air_strike,IS,0
1874,2015-08-01,barrel_bomb,IS,0
1875,2015-08-01,massacre,IS,2
1876,2015-08-01,shelling,IS,2
1877,2015-08-01,battle,IS,3
1878,2015-08-01,chemical,IC,0
1879,2015-08-01,air_strike,IC,3
1880,2015-08-01,barrel_bomb,IC,0
1881,2015-08-01,massacre,IC,2
1882,2015-08-01,shelling,IC,3
1883,2015-08-01,battle,IC,7
1884,2015-08-01,chemical,RS,0
1885,2015-08-01,air_strike,RS,0
1886,2015-08-01,barrel_bomb,RS,0
1887,2015-08-01,massacre,RS,0
1888,2015-08-01,shelling,RS,0
1889,2015-08-01,battle,RS,0
1890,2015-08-01,chemical,YPG,0
1891,2015-08-01,air_strike,YPG,0
1892,2015-08-01,barrel_bomb,YPG,0
1893,2015-08-01,massacre,YPG,0
1894,2015-08-01,shelling,YPG,0
1895,2015-08-01,battle,YPG,0
1896,2015-08-01,chemical,HZB,0
1897,2015-08-01,air_strike,HZB,0
1898,2015-08-01,barrel_bomb,HZB,0
1899,2015-08-01,massacre,HZB,0
1900,2015-08-01,shelling,HZB,0
1901,2015-08-01,battle,HZB,0
1902,2015-08-01,chemical,ASS,2
1903,2015-08-01,air_strike,ASS,138
1904,2015-08-01,barrel_bomb,ASS,23
1905,2015-08-01,massacre,ASS,41
1906,2015-08-01,shelling,ASS,26
1907,2015-08-01,battle,ASS,93
1908,2015-09-01,chemical,IS,0
1909,2015-09-01,air_strike,IS,1
1910,2015-09-01,barrel_bomb,IS,0
1911,2015-09-01,massacre,IS,1
1912,2015-09-01,shelling,IS,2
1913,2015-09-01,battle,IS,2
1914,2015-09-01,chemical,IC,0
1915,2015-09-01,air_strike,IC,1
1916,2015-09-01,barrel_bomb,IC,0
1917,2015-09-01,massacre,IC,0
1918,2015-09-01,shelling,IC,1
1919,2015-09-01,battle,IC,2
1920,2015-09-01,chemical,RS,0
1921,2015-09-01,air_strike,RS,0
1922,2015-09-01,barrel_bomb,RS,0
1923,2015-09-01,massacre,RS,0
1924,2015-09-01,shelling,RS,0
1925,2015-09-01,battle,RS,0
1926,2015-09-01,chemical,YPG,0
1927,2015-09-01,air_strike,YPG,0
1928,2015-09-01,barrel_bomb,YPG,0
1929,2015-09-01,massacre,YPG,0
1930,2015-09-01,shelling,YPG,0
1931,2015-09-01,battle,YPG,0
1932,2015-09-01,chemical,HZB,0
1933,2015-09-01,air_strike,HZB,0
1934,2015-09-01,barrel_bomb,HZB,0
1935,2015-09-01,massacre,HZB,0
1936,2015-09-01,shelling,HZB,0
1937,2015-09-01,battle,HZB,0
1938,2015-09-01,chemical,ASS,0
1939,2015-09-01,air_strike,ASS,0
1940,2015-09-01,barrel_bomb,ASS,2
1941,2015-09-01,massacre,ASS,3
1942,2015-09-01,shelling,ASS,3
1943,2015-09-01,battle,ASS,9
1944,2015-10-01,chemical,IS,0
1945,2015-10-01,air_strike,IS,1
1946,2015-10-01,barrel_bomb,IS,0
1947,2015-10-01,massacre,IS,0
1948,2015-10-01,shelling,IS,0
1949,2015-10-01,battle,IS,1
1950,2015-10-01,chemical,IC,0
1951,2015-10-01,air_strike,IC,0
1952,2015-10-01,barrel_bomb,IC,0
1953,2015-10-01,massacre,IC,0
1954,2015-10-01,shelling,IC,0
1955,2015-10-01,battle,IC,1
1956,2015-10-01,chemical,RS,0
1957,2015-10-01,air_strike,RS,6
1958,2015-10-01,barrel_bomb,RS,0
1959,2015-10-01,massacre,RS,0
1960,2015-10-01,shelling,RS,0
1961,2015-10-01,battle,RS,9
1962,2015-10-01,chemical,YPG,0
1963,2015-10-01,air_strike,YPG,0
1964,2015-10-01,barrel_bomb,YPG,0
1965,2015-10-01,massacre,YPG,0
1966,2015-10-01,shelling,YPG,0
1967,2015-10-01,battle,YPG,0
1968,2015-10-01,chemical,HZB,0
1969,2015-10-01,air_strike,HZB,0
1970,2015-10-01,barrel_bomb,HZB,0
1971,2015-10-01,massacre,HZB,0
1972,2015-10-01,shelling,HZB,0
1973,2015-10-01,battle,HZB,0
1974,2015-10-01,chemical,ASS,0
1975,2015-10-01,air_strike,ASS,0
1976,2015-10-01,barrel_bomb,ASS,3
1977,2015-10-01,massacre,ASS,2
1978,2015-10-01,shelling,ASS,1
1979,2015-10-01,battle,ASS,9
1980,2015-11-01,chemical,IS,0
1981,2015-11-01,air_strike,IS,0
1982,2015-11-01,barrel_bomb,IS,0
1983,2015-11-01,massacre,IS,0
1984,2015-11-01,shelling,IS,1
1985,2015-11-01,battle,IS,1
1986,2015-11-01,chemical,IC,0
1987,2015-11-01,air_strike,IC,2
1988,2015-11-01,barrel_bomb,IC,0
1989,2015-11-01,massacre,IC,0
1990,2015-11-01,shelling,IC,0
1991,2015-11-01,battle,IC,1
1992,2015-11-01,chemical,RS,0
1993,2015-11-01,air_strike,RS,8
1994,2015-11-01,barrel_bomb,RS,4
1995,2015-11-01,massacre,RS,1
1996,2015-11-01,shelling,RS,4
1997,2015-11-01,battle,RS,15
1998,2015-11-01,chemical,YPG,0
1999,2015-11-01,air_strike,YPG,0
2000,2015-11-01,barrel_bomb,YPG,0
2001,2015-11-01,massacre,YPG,0
2002,2015-11-01,shelling,YPG,0
2003,2015-11-01,battle,YPG,0
2004,2015-11-01,chemical,HZB,0
2005,2015-11-01,air_strike,HZB,0
2006,2015-11-01,barrel_bomb,HZB,0
2007,2015-11-01,massacre,HZB,0
2008,2015-11-01,shelling,HZB,0
2009,2015-11-01,battle,HZB,0
2010,2015-11-01,chemical,ASS,0
2011,2015-11-01,air_strike,ASS,1
2012,2015-11-01,barrel_bomb,ASS,3
2013,2015-11-01,massacre,ASS,2
2014,2015-11-01,shelling,ASS,3
2015,2015-11-01,battle,ASS,12
2016,2015-12-01,chemical,IS,0
2017,2015-12-01,air_strike,IS,0
2018,2015-12-01,barrel_bomb,IS,0
2019,2015-12-01,massacre,IS,0
2020,2015-12-01,shelling,IS,0
2021,2015-12-01,battle,IS,0
2022,2015-12-01,chemical,IC,0
2023,2015-12-01,air_strike,IC,0
2024,2015-12-01,barrel_bomb,IC,0
2025,2015-12-01,massacre,IC,0
2026,2015-12-01,shelling,IC,0
2027,2015-12-01,battle,IC,0
2028,2015-12-01,chemical,RS,0
2029,2015-12-01,air_strike,RS,0
2030,2015-12-01,barrel_bomb,RS,5
2031,2015-12-01,massacre,RS,1
2032,2015-12-01,shelling,RS,1
2033,2015-12-01,battle,RS,11
2034,2015-12-01,chemical,YPG,0
2035,2015-12-01,air_strike,YPG,0
2036,2015-12-01,barrel_bomb,YPG,0
2037,2015-12-01,massacre,YPG,0
2038,2015-12-01,shelling,YPG,0
2039,2015-12-01,battle,YPG,0
2040,2015-12-01,chemical,HZB,0
2041,2015-12-01,air_strike,HZB,0
2042,2015-12-01,barrel_bomb,HZB,0
2043,2015-12-01,massacre,HZB,0
2044,2015-12-01,shelling,HZB,0
2045,2015-12-01,battle,HZB,0
2046,2015-12-01,chemical,ASS,0
2047,2015-12-01,air_strike,ASS,0
2048,2015-12-01,barrel_bomb,ASS,3
2049,2015-12-01,massacre,ASS,1
2050,2015-12-01,shelling,ASS,2
2051,2015-12-01,battle,ASS,8
2052,2016-01-01,chemical,IS,0
2053,2016-01-01,air_strike,IS,0
2054,2016-01-01,barrel_bomb,IS,0
2055,2016-01-01,massacre,IS,0
2056,2016-01-01,shelling,IS,0
2057,2016-01-01,battle,IS,1
2058,2016-01-01,chemical,IC,0
2059,2016-01-01,air_strike,IC,0
2060,2016-01-01,barrel_bomb,IC,0
2061,2016-01-01,massacre,IC,0
2062,2016-01-01,shelling,IC,0
2063,2016-01-01,battle,IC,0
2064,2016-01-01,chemical,RS,0
2065,2016-01-01,air_strike,RS,2
2066,2016-01-01,barrel_bomb,RS,2
2067,2016-01-01,massacre,RS,0
2068,2016-01-01,shelling,RS,0
2069,2016-01-01,battle,RS,3
2070,2016-01-01,chemical,YPG,0
2071,2016-01-01,air_strike,YPG,0
2072,2016-01-01,barrel_bomb,YPG,0
2073,2016-01-01,massacre,YPG,0
2074,2016-01-01,shelling,YPG,0
2075,2016-01-01,battle,YPG,0
2076,2016-01-01,chemical,HZB,0
2077,2016-01-01,air_strike,HZB,0
2078,2016-01-01,barrel_bomb,HZB,0
2079,2016-01-01,massacre,HZB,0
2080,2016-01-01,shelling,HZB,0
2081,2016-01-01,battle,HZB,0
2082,2016-01-01,chemical,ASS,0
2083,2016-01-01,air_strike,ASS,0
2084,2016-01-01,barrel_bomb,ASS,2
2085,2016-01-01,massacre,ASS,2
2086,2016-01-01,shelling,ASS,1
2087,2016-01-01,battle,ASS,6
2088,2016-02-01,chemical,IS,0
2089,2016-02-01,air_strike,IS,0
2090,2016-02-01,barrel_bomb,IS,0
2091,2016-02-01,massacre,IS,1
2092,2016-02-01,shelling,IS,1
2093,2016-02-01,battle,IS,1
2094,2016-02-01,chemical,IC,0
2095,2016-02-01,air_strike,IC,0
2096,2016-02-01,barrel_bomb,IC,0
2097,2016-02-01,massacre,IC,2
2098,2016-02-01,shelling,IC,1
2099,2016-02-01,battle,IC,3
2100,2016-02-01,chemical,RS,2
2101,2016-02-01,air_strike,RS,2
2102,2016-02-01,barrel_bomb,RS,2
2103,2016-02-01,massacre,RS,2
2104,2016-02-01,shelling,RS,5
2105,2016-02-01,battle,RS,6
2106,2016-02-01,chemical,YPG,0
2107,2016-02-01,air_strike,YPG,0
2108,2016-02-01,barrel_bomb,YPG,0
2109,2016-02-01,massacre,YPG,0
2110,2016-02-01,shelling,YPG,0
2111,2016-02-01,battle,YPG,0
2112,2016-02-01,chemical,HZB,0
2113,2016-02-01,air_strike,HZB,0
2114,2016-02-01,barrel_bomb,HZB,0
2115,2016-02-01,massacre,HZB,0
2116,2016-02-01,shelling,HZB,0
2117,2016-02-01,battle,HZB,0
2118,2016-02-01,chemical,ASS,2
2119,2016-02-01,air_strike,ASS,0
2120,2016-02-01,barrel_bomb,ASS,2
2121,2016-02-01,massacre,ASS,1
2122,2016-02-01,shelling,ASS,4
2123,2016-02-01,battle,ASS,7
2124,2016-03-01,chemical,IS,0
2125,2016-03-01,air_strike,IS,0
2126,2016-03-01,barrel_bomb,IS,0
2127,2016-03-01,massacre,IS,0
2128,2016-03-01,shelling,IS,0
2129,2016-03-01,battle,IS,0
2130,2016-03-01,chemical,IC,0
2131,2016-03-01,air_strike,IC,0
2132,2016-03-01,barrel_bomb,IC,0
2133,2016-03-01,massacre,IC,0
2134,2016-03-01,shelling,IC,0
2135,2016-03-01,battle,IC,0
2136,2016-03-01,chemical,RS,0
2137,2016-03-01,air_strike,RS,0
2138,2016-03-01,barrel_bomb,RS,2
2139,2016-03-01,massacre,RS,1
2140,2016-03-01,shelling,RS,0
2141,2016-03-01,battle,RS,4
2142,2016-03-01,chemical,YPG,0
2143,2016-03-01,air_strike,YPG,0
2144,2016-03-01,barrel_bomb,YPG,0
2145,2016-03-01,massacre,YPG,0
2146,2016-03-01,shelling,YPG,0
2147,2016-03-01,battle,YPG,0
2148,2016-03-01,chemical,HZB,0
2149,2016-03-01,air_strike,HZB,0
2150,2016-03-01,barrel_bomb,HZB,0
2151,2016-03-01,massacre,HZB,0
2152,2016-03-01,shelling,HZB,0
2153,2016-03-01,battle,HZB,0
2154,2016-03-01,chemical,ASS,0
2155,2016-03-01,air_strike,ASS,0
2156,2016-03-01,barrel_bomb,ASS,2
2157,2016-03-01,massacre,ASS,1
2158,2016-03-01,shelling,ASS,2
2159,2016-03-01,battle,ASS,6
